修水,经营,长安,豆制品,整装,陕西省产品质量监督检验研究院,合格
马鞍山,经营,长安,豆制品,整装,陕西省产品质量监督检验研究院,合格
天津,经营,雁塔,蔬菜制品,整装,陕西省产品质量监督检验研究院,合格
西安,经营,未央,豆制品,散装,陕西省产品质量监督检验研究院,合格
内黄县,经营,雁塔,豆制品,整装,陕西省产品质量监督检验研究院,合格
广元,经营,雁塔,蔬菜制品,整装,陕西省产品质量监督检验研究院,合格
石家庄,经营,雁塔,蔬菜制品,整装,陕西省产品质量监督检验研究院,合格
product_unit_address标示生产单位地址,经营,碑林,鸡蛋,散装,陕西省产品质量监督检验研究院,合格
product_unit_address标示生产单位地址,经营,碑林,鸡蛋,散装,陕西省产品质量监督检验研究院,合格
product_unit_address标示生产单位地址,经营,碑林,鸡蛋,散装,陕西省产品质量监督检验研究院,合格
product_unit_address标示生产单位地址,经营,碑林,鸡蛋,散装,陕西省产品质量监督检验研究院,合格
product_unit_address标示生产单位地址,经营,碑林,鸡蛋,散装,陕西省产品质量监督检验研究院,合格
西安,经营,未央,乳制品,整装,陕西省产品质量监督检验研究院,合格
天津,经营,雁塔,蔬菜制品,整装,陕西省产品质量监督检验研究院,合格
广元,经营,户县,蔬菜制品,整装,陕西省产品质量监督检验研究院,合格
青川,经营,未央,蔬菜制品,整装,陕西省产品质量监督检验研究院,合格
西安,经营,未央,蔬菜制品,整装,陕西省产品质量监督检验研究院,合格
天津,经营,户县,蔬菜制品,整装,陕西省产品质量监督检验研究院,合格
团风,经营,未央,蔬菜制品,整装,陕西省产品质量监督检验研究院,合格
广元,经营,碑林,蔬菜制品,整装,陕西省产品质量监督检验研究院,合格
青岛,经营,雁塔,蔬菜制品,整装,陕西省产品质量监督检验研究院,合格
西安,经营,未央,蔬菜制品,整装,陕西省产品质量监督检验研究院,合格
product_unit_address标示生产单位地址,经营,碑林,鸡蛋,散装,陕西省产品质量监督检验研究院,合格
product_unit_address标示生产单位地址,经营,碑林,鸡蛋,散装,陕西省产品质量监督检验研究院,合格
